

GROUP_1	    5

SERIES_1_1	 "IVCC-I"	  ""	 07-Mar-2019	 15:26:21.967
EPC10/2-1	 C-Clamp	  0.0000 	  10.000m	  7.3014k	  6.4496p	  9.1968p
EPC10/2-2	 V-Clamp	  0.0000 	  1.0000m	  2.8735k	  0.0000 	  1.0000p
Sweep #	 R_time[s]	   Mean[V]	    Min[V]	     a2-b3	  Constant	     a5/b4
   1630	   56.324k	  -54.846p	  -513.31p	   458.47p	   10.000m	   21.812M
   1631	   56.324k	  -58.953p	  -523.25p	   464.30p	   10.000m	   21.538M
   1632	   56.325k	  -56.952p	  -516.94p	   459.99p	   10.000m	   21.740M
   1633	   56.325k	  -57.706p	  -511.97p	   454.26p	   10.000m	   22.014M
   1634	   56.326k	  -57.184p	  -523.19p	   466.00p	   10.000m	   21.459M
   1635	   56.326k	  -58.046p	  -526.22p	   468.17p	   10.000m	   21.360M
   1636	   56.327k	  -54.023p	  -524.50p	   470.48p	   10.000m	   21.255M
   1637	   56.327k	  -72.545p	  -533.81p	   461.27p	   10.000m	   21.679M
   1638	   56.328k	  -53.669p	  -519.59p	   465.92p	   10.000m	   21.463M
   1639	   56.328k	  -54.124p	  -521.34p	   467.22p	   10.000m	   21.403M
   1640	   56.328k	  -54.299p	  -513.91p	   459.61p	   10.000m	   21.758M
   1641	   56.329k	  -58.255p	  -512.47p	   454.21p	   10.000m	   22.016M
   1642	   56.329k	  -59.342p	  -517.50p	   458.16p	   10.000m	   21.827M
   1643	   56.330k	  -62.978p	  -531.00p	   468.02p	   10.000m	   21.367M
   1644	   56.330k	  -55.217p	  -475.66p	   420.44p	   10.000m	   23.785M
   1645	   56.331k	  -57.449p	  -520.72p	   463.27p	   10.000m	   21.586M
   1646	   56.331k	  -51.643p	  -531.69p	   480.04p	   10.000m	   20.831M
   1647	   56.331k	  -57.210p	  -533.91p	   476.70p	   10.000m	   20.978M
   1648	   56.332k	  -58.694p	  -518.31p	   459.62p	   10.000m	   21.757M
   1649	   56.332k	  -67.453p	  -526.12p	   458.67p	   10.000m	   21.802M
   1650	   56.333k	  -51.476p	  -510.41p	   458.93p	   10.000m	   21.790M
   1651	   56.333k	  -49.608p	  -506.63p	   457.02p	   10.000m	   21.881M
   1652	   56.334k	  -58.192p	  -552.16p	   493.96p	   10.000m	   20.244M
   1653	   56.334k	  -52.249p	  -512.50p	   460.25p	   10.000m	   21.727M
   1654	   56.335k	  -56.519p	  -517.03p	   460.51p	   10.000m	   21.715M
   1655	   56.335k	  -51.792p	  -518.56p	   466.77p	   10.000m	   21.424M
   1656	   56.335k	  -57.915p	  -524.63p	   466.71p	   10.000m	   21.427M
   1657	   56.336k	  -56.748p	  -518.59p	   461.85p	   10.000m	   21.652M
   1658	   56.336k	  -56.632p	  -510.81p	   454.18p	   10.000m	   22.018M
   1659	   56.337k	  -59.801p	  -529.31p	   469.51p	   10.000m	   21.299M
   1660	   56.337k	  -55.091p	  -527.50p	   472.41p	   10.000m	   21.168M
   1661	   56.338k	  -52.803p	  -516.25p	   463.45p	   10.000m	   21.577M
   1662	   56.338k	  -54.054p	  -522.00p	   467.95p	   10.000m	   21.370M
   1663	   56.338k	  -64.008p	  -518.87p	   454.87p	   10.000m	   21.984M
   1664	   56.339k	  -57.167p	  -518.75p	   461.58p	   10.000m	   21.665M
   1665	   56.339k	  -51.316p	  -505.22p	   453.90p	   10.000m	   22.031M
   1666	   56.340k	  -61.315p	  -524.63p	   463.31p	   10.000m	   21.584M
   1667	   56.340k	  -54.401p	  -524.13p	   469.72p	   10.000m	   21.289M
   1668	   56.341k	  -55.230p	  -519.44p	   464.21p	   10.000m	   21.542M
   1669	   56.341k	  -51.761p	  -518.06p	   466.30p	   10.000m	   21.445M
   1670	   56.342k	  -55.782p	  -516.53p	   460.75p	   10.000m	   21.704M
   1671	   56.342k	  -61.038p	  -523.19p	   462.15p	   10.000m	   21.638M
   1672	   56.342k	  -52.476p	  -516.97p	   464.49p	   10.000m	   21.529M
   1673	   56.343k	  -54.661p	  -517.59p	   462.93p	   10.000m	   21.601M
   1674	   56.343k	  -57.881p	  -528.50p	   470.62p	   10.000m	   21.249M
   1675	   56.344k	  -51.360p	  -517.75p	   466.39p	   10.000m	   21.441M
   1676	   56.344k	  -55.941p	  -517.06p	   461.12p	   10.000m	   21.686M
   1677	   56.345k	  -55.974p	  -514.53p	   458.56p	   10.000m	   21.808M
   1678	   56.345k	  -59.625p	  -525.34p	   465.72p	   10.000m	   21.472M
   1679	   56.345k	  -54.154p	  -517.44p	   463.28p	   10.000m	   21.585M
   1680	   56.346k	  -54.756p	  -516.06p	   461.31p	   10.000m	   21.678M
   1681	   56.346k	  -53.362p	  -516.47p	   463.11p	   10.000m	   21.593M
   1682	   56.347k	  -51.942p	  -522.94p	   471.00p	   10.000m	   21.232M
   1683	   56.347k	  -51.999p	  -518.72p	   466.72p	   10.000m	   21.426M
   1684	   56.348k	  -58.051p	  -517.22p	   459.17p	   10.000m	   21.779M
   1685	   56.348k	  -57.052p	  -507.81p	   450.76p	   10.000m	   22.185M
   1686	   56.349k	  -55.909p	  -516.53p	   460.62p	   10.000m	   21.710M
   1687	   56.349k	  -48.882p	  -507.81p	   458.93p	   10.000m	   21.790M
   1688	   56.349k	  -52.679p	  -513.31p	   460.63p	   10.000m	   21.709M
   1689	   56.350k	  -52.690p	  -515.25p	   462.56p	   10.000m	   21.619M
   1690	   56.350k	  -51.675p	  -517.81p	   466.14p	   10.000m	   21.453M
   1691	   56.351k	  -54.497p	  -525.31p	   470.82p	   10.000m	   21.240M
   1692	   56.351k	  -55.863p	  -522.62p	   466.76p	   10.000m	   21.424M
   1693	   56.352k	  -52.556p	  -514.94p	   462.38p	   10.000m	   21.627M
   1694	   56.352k	  -54.770p	  -628.47p	   573.70p	   10.000m	   17.431M
   1695	   56.352k	  -61.633p	  -531.00p	   469.37p	   10.000m	   21.305M
   1696	   56.353k	  -51.727p	  -513.81p	   462.09p	   10.000m	   21.641M
   1697	   56.353k	  -56.197p	  -522.16p	   465.96p	   10.000m	   21.461M
   1698	   56.354k	  -54.662p	  -524.97p	   470.31p	   10.000m	   21.263M
   1699	   56.354k	  -52.183p	  -511.53p	   459.35p	   10.000m	   21.770M
   1700	   56.355k	  -53.321p	  -520.06p	   466.74p	   10.000m	   21.425M
   1701	   56.355k	  -51.245p	  -510.75p	   459.51p	   10.000m	   21.763M
   1702	   56.356k	  -58.670p	  -521.19p	   462.52p	   10.000m	   21.621M
   1703	   56.356k	  -54.137p	  -522.75p	   468.61p	   10.000m	   21.340M
   1704	   56.356k	  -57.163p	  -532.03p	   474.87p	   10.000m	   21.058M
   1705	   56.357k	  -58.785p	  -521.50p	   462.71p	   10.000m	   21.612M
   1706	   56.357k	  -55.641p	  -521.12p	   465.48p	   10.000m	   21.483M
   1707	   56.358k	  -55.702p	  -520.66p	   464.95p	   10.000m	   21.507M
   1708	   56.358k	  -54.003p	  -526.06p	   472.06p	   10.000m	   21.184M
   1709	   56.359k	  -55.258p	  -524.87p	   469.62p	   10.000m	   21.294M
   1710	   56.359k	  -59.354p	  -520.66p	   461.30p	   10.000m	   21.678M
   1711	   56.359k	  -55.467p	  -514.50p	   459.03p	   10.000m	   21.785M
   1712	   56.360k	  -54.971p	  -510.53p	   455.56p	   10.000m	   21.951M
   1713	   56.360k	  -59.950p	  -529.84p	   469.89p	   10.000m	   21.281M
   1714	   56.361k	  -53.948p	  -532.25p	   478.30p	   10.000m	   20.907M
   1715	   56.361k	  -50.666p	  -520.78p	   470.12p	   10.000m	   21.271M
   1716	   56.362k	  -56.139p	  -519.22p	   463.08p	   10.000m	   21.595M
   1717	   56.362k	  -48.925p	  -518.69p	   469.76p	   10.000m	   21.287M
   1718	   56.363k	  -81.576p	  -525.12p	   443.55p	   10.000m	   22.545M
   1719	   56.363k	  -54.818p	  -506.47p	   451.65p	   10.000m	   22.141M
   1720	   56.363k	  -54.916p	  -510.16p	   455.24p	   10.000m	   21.966M
   1721	   56.364k	  -49.656p	  -513.91p	   464.25p	   10.000m	   21.540M
   1722	   56.364k	  -59.964p	  -514.37p	   454.41p	   10.000m	   22.007M
   1723	   56.365k	  -56.736p	  -515.66p	   458.92p	   10.000m	   21.790M
   1724	   56.365k	  -62.648p	  -522.47p	   459.82p	   10.000m	   21.748M
   1725	   56.366k	  -59.531p	  -513.16p	   453.63p	   10.000m	   22.045M
   1726	   56.366k	  -52.575p	  -525.16p	   472.58p	   10.000m	   21.160M
   1727	   56.366k	  -56.819p	  -521.41p	   464.59p	   10.000m	   21.524M
   1728	   56.367k	  -61.525p	  -521.34p	   459.82p	   10.000m	   21.748M
   1729	   56.367k	  -55.882p	  -520.06p	   464.18p	   10.000m	   21.543M
   1730	   56.368k	  -55.829p	  -526.72p	   470.89p	   10.000m	   21.236M
   1731	   56.368k	  -55.055p	  -518.41p	   463.35p	   10.000m	   21.582M
   1732	   56.369k	  -60.909p	  -524.37p	   463.47p	   10.000m	   21.577M
   1733	   56.369k	  -50.730p	  -511.09p	   460.36p	   10.000m	   21.722M
   1734	   56.370k	  -52.177p	  -522.03p	   469.85p	   10.000m	   21.283M
   1735	   56.370k	  -51.898p	  -525.56p	   473.66p	   10.000m	   21.112M
   1736	   56.370k	  -53.454p	  -510.53p	   457.08p	   10.000m	   21.878M
   1737	   56.371k	  -48.843p	  -514.00p	   465.16p	   10.000m	   21.498M
   1738	   56.371k	  -59.149p	  -520.78p	   461.63p	   10.000m	   21.662M
   1739	   56.372k	  -51.056p	  -506.25p	   455.19p	   10.000m	   21.969M
   1740	   56.372k	  -55.551p	  -527.09p	   471.54p	   10.000m	   21.207M
   1741	   56.373k	  -53.495p	  -513.75p	   460.25p	   10.000m	   21.727M
   1742	   56.373k	  -53.029p	  -516.94p	   463.91p	   10.000m	   21.556M
   1743	   56.373k	  -52.399p	  -518.66p	   466.26p	   10.000m	   21.447M
   1744	   56.374k	  -59.281p	  -522.75p	   463.47p	   10.000m	   21.576M
   1745	   56.374k	  -49.448p	  -508.87p	   459.43p	   10.000m	   21.766M
   1746	   56.375k	  -56.597p	  -517.50p	   460.90p	   10.000m	   21.697M
   1747	   56.375k	  -54.151p	  -522.09p	   467.94p	   10.000m	   21.370M
   1748	   56.376k	  -49.898p	  -516.84p	   466.95p	   10.000m	   21.416M
   1749	   56.376k	  -50.451p	  -508.41p	   457.96p	   10.000m	   21.836M
   1750	   56.377k	  -54.630p	  -525.09p	   470.46p	   10.000m	   21.256M
   1751	   56.377k	  -64.286p	  -529.66p	   465.37p	   10.000m	   21.488M
   1752	   56.377k	  -50.169p	  -519.00p	   468.83p	   10.000m	   21.330M
   1753	   56.378k	  -57.374p	  -516.84p	   459.47p	   10.000m	   21.764M
   1754	   56.378k	  -54.375p	  -519.56p	   465.19p	   10.000m	   21.497M
   1755	   56.379k	  -54.061p	  -529.41p	   475.34p	   10.000m	   21.037M
   1756	   56.379k	  -66.245p	  -528.44p	   462.19p	   10.000m	   21.636M
   1757	   56.380k	  -47.972p	  -515.97p	   468.00p	   10.000m	   21.368M
   1758	   56.380k	  -57.331p	  -523.62p	   466.29p	   10.000m	   21.446M
   1759	   56.380k	  -56.102p	  -529.41p	   473.30p	   10.000m	   21.128M
   1760	   56.381k	  -52.581p	  -515.38p	   462.79p	   10.000m	   21.608M
   1761	   56.381k	  -53.256p	  -511.19p	   457.93p	   10.000m	   21.837M
   1762	   56.382k	  -53.180p	  -516.16p	   462.98p	   10.000m	   21.599M
   1763	   56.382k	  -51.786p	  -513.25p	   461.46p	   10.000m	   21.670M
   1764	   56.383k	  -54.092p	  -508.66p	   454.56p	   10.000m	   21.999M
   1765	   56.383k	  -57.484p	  -524.16p	   466.67p	   10.000m	   21.428M
   1766	   56.384k	  -72.633p	  -529.91p	   457.27p	   10.000m	   21.869M
   1767	   56.384k	  -68.695p	  -528.28p	   459.59p	   10.000m	   21.759M
   1768	   56.384k	  -51.911p	  -512.53p	   460.62p	   10.000m	   21.710M
   1769	   56.385k	  -51.517p	  -511.63p	   460.11p	   10.000m	   21.734M
   1770	   56.385k	  -52.870p	  -516.12p	   463.25p	   10.000m	   21.586M
   1771	   56.386k	  -55.395p	  -513.16p	   457.76p	   10.000m	   21.845M
   1772	   56.386k	  -56.584p	  -517.69p	   461.10p	   10.000m	   21.687M
   1773	   56.387k	  -50.261p	  -509.97p	   459.71p	   10.000m	   21.753M
   1774	   56.387k	  -48.767p	  -511.09p	   462.33p	   10.000m	   21.630M
   1775	   56.387k	  -56.776p	  -512.62p	   455.85p	   10.000m	   21.937M
   1776	   56.388k	  -55.250p	  -518.16p	   462.91p	   10.000m	   21.603M
   1777	   56.388k	  -53.359p	  -517.03p	   463.67p	   10.000m	   21.567M
   1778	   56.389k	  -66.750p	  -530.22p	   463.47p	   10.000m	   21.576M
   1779	   56.389k	  -62.527p	  -527.37p	   464.85p	   10.000m	   21.512M
   1780	   56.390k	  -107.01p	  -537.53p	   430.52p	   10.000m	   23.228M
   1781	   56.390k	  -58.419p	  -522.00p	   463.58p	   10.000m	   21.571M
   1782	   56.391k	  -56.580p	  -519.69p	   463.11p	   10.000m	   21.593M
   1783	   56.391k	  -50.540p	  -524.47p	   473.93p	   10.000m	   21.100M
   1784	   56.391k	  -56.505p	  -522.09p	   465.59p	   10.000m	   21.478M
   1785	   56.392k	  -57.084p	  -537.47p	   480.39p	   10.000m	   20.817M
   1786	   56.392k	  -53.602p	  -527.91p	   474.30p	   10.000m	   21.083M
   1787	   56.393k	  -53.446p	  -525.00p	   471.55p	   10.000m	   21.206M
   1788	   56.393k	  -50.557p	  -518.19p	   467.63p	   10.000m	   21.384M
   1789	   56.394k	  -52.798p	  -518.66p	   465.86p	   10.000m	   21.466M
   1790	   56.394k	  -57.208p	  -520.66p	   463.45p	   10.000m	   21.577M
   1791	   56.394k	  -53.186p	  -521.12p	   467.94p	   10.000m	   21.370M
   1792	   56.395k	  -79.468p	  -534.94p	   455.47p	   10.000m	   21.955M
   1793	   56.395k	  -50.320p	  -509.63p	   459.30p	   10.000m	   21.772M
   1794	   56.396k	  -57.597p	  -506.81p	   449.22p	   10.000m	   22.261M
   1795	   56.396k	  -53.550p	  -518.53p	   464.98p	   10.000m	   21.506M
   1796	   56.397k	  -54.948p	  -520.28p	   465.33p	   10.000m	   21.490M
   1797	   56.397k	  -50.819p	  -518.84p	   468.02p	   10.000m	   21.366M
   1798	   56.398k	  -50.408p	  -514.09p	   463.69p	   10.000m	   21.566M
   1799	   56.398k	  -61.823p	  -520.31p	   458.49p	   10.000m	   21.811M
   1800	   56.398k	  -49.135p	  -504.03p	   454.90p	   10.000m	   21.983M
   1801	   56.399k	  -50.952p	  -517.91p	   466.95p	   10.000m	   21.415M
   1802	   56.399k	  -55.872p	  -513.06p	   457.19p	   10.000m	   21.873M
   1803	   56.400k	  -55.852p	  -518.00p	   462.15p	   10.000m	   21.638M
   1804	   56.400k	  -60.470p	  -530.31p	   469.84p	   10.000m	   21.284M
   1805	   56.401k	  -62.643p	  -534.97p	   472.33p	   10.000m	   21.172M
   1806	   56.401k	  -59.390p	  -537.22p	   477.83p	   10.000m	   20.928M
   1807	   56.401k	  -54.445p	  -515.88p	   461.43p	   10.000m	   21.672M
   1808	   56.402k	  -51.049p	  -509.91p	   458.86p	   10.000m	   21.793M
   1809	   56.402k	  -56.823p	  -514.97p	   458.15p	   10.000m	   21.827M
   1810	   56.403k	  -49.941p	  -519.31p	   469.37p	   10.000m	   21.305M
   1811	   56.403k	  -52.476p	  -514.22p	   461.74p	   10.000m	   21.657M
   1812	   56.404k	  -55.523p	  -521.16p	   465.63p	   10.000m	   21.476M
   1813	   56.404k	  -54.638p	  -510.91p	   456.27p	   10.000m	   21.917M
   1814	   56.405k	  -55.064p	  -528.94p	   473.87p	   10.000m	   21.103M
   1815	   56.405k	  -60.794p	  -520.12p	   459.33p	   10.000m	   21.771M
   1816	   56.405k	  -57.927p	  -528.31p	   470.39p	   10.000m	   21.259M
   1817	   56.406k	  -51.351p	  -515.62p	   464.27p	   10.000m	   21.539M
   1818	   56.406k	  -55.160p	  -514.41p	   459.25p	   10.000m	   21.775M
   1819	   56.407k	  -58.122p	  -511.34p	   453.22p	   10.000m	   22.064M
   1820	   56.407k	  -52.916p	  -523.28p	   470.37p	   10.000m	   21.260M
   1821	   56.408k	  -51.268p	  -528.78p	   477.51p	   10.000m	   20.942M
   1822	   56.408k	  -57.792p	  -519.03p	   461.24p	   10.000m	   21.681M
   1823	   56.408k	  -55.240p	  -514.44p	   459.20p	   10.000m	   21.777M
   1824	   56.409k	  -62.665p	  -526.63p	   463.96p	   10.000m	   21.554M
   1825	   56.409k	  -64.750p	  -510.88p	   446.12p	   10.000m	   22.415M
   1826	   56.410k	  -54.782p	  -518.25p	   463.47p	   10.000m	   21.576M
   1827	   56.410k	  -54.983p	  -517.34p	   462.36p	   10.000m	   21.628M
   1828	   56.411k	  -61.749p	  -526.25p	   464.50p	   10.000m	   21.528M
   1829	   56.411k	  -60.900p	  -529.56p	   468.66p	   10.000m	   21.337M
   1830	   56.412k	  -57.469p	  -530.19p	   472.72p	   10.000m	   21.154M
   1831	   56.412k	  -64.347p	  -528.87p	   464.53p	   10.000m	   21.527M
   1832	   56.412k	  -57.702p	  -520.44p	   462.74p	   10.000m	   21.611M
   1833	   56.413k	  -59.865p	  -529.00p	   469.14p	   10.000m	   21.316M
   1834	   56.413k	  -62.554p	  -527.75p	   465.20p	   10.000m	   21.496M
   1835	   56.414k	  -57.560p	  -520.28p	   462.72p	   10.000m	   21.611M
   1836	   56.414k	  -59.945p	  -528.16p	   468.21p	   10.000m	   21.358M
   1837	   56.415k	  -62.546p	  -516.81p	   454.27p	   10.000m	   22.014M
   1838	   56.415k	  -62.141p	  -522.69p	   460.55p	   10.000m	   21.713M
   1839	   56.415k	  -63.635p	  -526.00p	   462.36p	   10.000m	   21.628M
   1840	   56.416k	  -60.307p	  -531.69p	   471.38p	   10.000m	   21.214M
   1841	   56.416k	  -68.610p	  -521.63p	   453.01p	   10.000m	   22.074M
   1842	   56.417k	  -66.890p	  -524.34p	   457.45p	   10.000m	   21.860M
   1843	   56.417k	  -60.584p	  -523.97p	   463.38p	   10.000m	   21.580M
   1844	   56.418k	  -66.436p	  -521.09p	   454.66p	   10.000m	   21.995M
   1845	   56.418k	  -80.327p	  -545.47p	   465.14p	   10.000m	   21.499M
   1846	   56.419k	  -76.103p	  -544.44p	   468.33p	   10.000m	   21.352M
   1847	   56.419k	  -67.410p	  -525.53p	   458.12p	   10.000m	   21.828M
   1848	   56.419k	  -63.645p	  -522.37p	   458.73p	   10.000m	   21.799M
   1849	   56.420k	  -56.529p	  -526.09p	   469.56p	   10.000m	   21.296M
   1850	   56.420k	  -56.232p	  -518.72p	   462.49p	   10.000m	   21.622M
   1851	   56.421k	  -58.802p	  -518.94p	   460.14p	   10.000m	   21.733M
   1852	   56.421k	  -55.397p	  -530.81p	   475.42p	   10.000m	   21.034M
   1853	   56.422k	  -53.746p	  -511.50p	   457.75p	   10.000m	   21.846M
   1854	   56.422k	  -58.709p	  -523.44p	   464.73p	   10.000m	   21.518M
   1855	   56.422k	  -53.728p	  -513.16p	   459.43p	   10.000m	   21.766M
   1856	   56.423k	  -57.401p	  -536.69p	   479.29p	   10.000m	   20.864M
   1857	   56.423k	  -54.440p	  -523.81p	   469.37p	   10.000m	   21.305M
   1858	   56.424k	  -59.979p	  -520.56p	   460.58p	   10.000m	   21.712M
   1859	   56.424k	  -59.625p	  -520.41p	   460.78p	   10.000m	   21.702M
   1860	   56.425k	  -57.120p	  -532.34p	   475.22p	   10.000m	   21.043M
   1861	   56.425k	  -51.144p	  -515.91p	   464.76p	   10.000m	   21.516M
   1862	   56.426k	  -53.616p	  -518.44p	   464.82p	   10.000m	   21.514M
   1863	   56.426k	  -51.515p	  -508.72p	   457.20p	   10.000m	   21.872M
   1864	   56.426k	  -50.518p	  -517.84p	   467.33p	   10.000m	   21.398M
   1865	   56.427k	  -58.590p	  -520.22p	   461.63p	   10.000m	   21.662M
   1866	   56.427k	  -58.105p	  -522.06p	   463.96p	   10.000m	   21.554M
   1867	   56.428k	  -55.100p	  -519.03p	   463.93p	   10.000m	   21.555M
   1868	   56.428k	  -53.980p	  -518.38p	   464.40p	   10.000m	   21.533M
   1869	   56.429k	  -60.555p	  -528.66p	   468.10p	   10.000m	   21.363M
   1870	   56.429k	  -55.219p	  -517.84p	   462.62p	   10.000m	   21.616M
   1871	   56.429k	  -56.554p	  -512.13p	   455.57p	   10.000m	   21.950M
   1872	   56.430k	  -58.201p	  -528.41p	   470.20p	   10.000m	   21.267M
   1873	   56.430k	  -57.387p	  -536.66p	   479.27p	   10.000m	   20.865M
   1874	   56.431k	  -53.404p	  -519.72p	   466.31p	   10.000m	   21.445M
   1875	   56.431k	  -57.770p	  -534.75p	   476.98p	   10.000m	   20.965M
   1876	   56.432k	  -52.191p	  -511.94p	   459.75p	   10.000m	   21.751M
   1877	   56.432k	  -55.771p	  -516.34p	   460.57p	   10.000m	   21.712M
   1878	   56.433k	  -58.515p	  -522.59p	   464.08p	   10.000m	   21.548M
   1879	   56.433k	  -59.540p	  -518.97p	   459.43p	   10.000m	   21.766M
   1880	   56.433k	  -54.448p	  -522.75p	   468.30p	   10.000m	   21.354M
   1881	   56.434k	  -60.927p	  -524.34p	   463.42p	   10.000m	   21.579M
   1882	   56.434k	  -53.850p	  -529.56p	   475.71p	   10.000m	   21.021M
   1883	   56.435k	  -48.007p	  -521.81p	   473.81p	   10.000m	   21.106M
   1884	   56.435k	  -57.752p	  -523.84p	   466.09p	   10.000m	   21.455M
   1885	   56.436k	  -98.066p	  -520.19p	   422.12p	   10.000m	   23.690M
   1886	   56.436k	  -53.462p	  -519.09p	   465.63p	   10.000m	   21.476M
   1887	   56.436k	  -51.416p	  -537.50p	   486.08p	   10.000m	   20.573M
   1888	   56.437k	  -57.010p	  -530.12p	   473.12p	   10.000m	   21.136M
   1889	   56.437k	  -50.749p	  -512.06p	   461.31p	   10.000m	   21.677M
   1890	   56.438k	  -52.192p	  -521.31p	   469.12p	   10.000m	   21.317M
   1891	   56.438k	  -52.432p	  -518.22p	   465.79p	   10.000m	   21.469M
   1892	   56.439k	  -55.626p	  -509.97p	   454.34p	   10.000m	   22.010M
   1893	   56.439k	  -57.108p	  -516.97p	   459.86p	   10.000m	   21.746M
   1894	   56.440k	  -54.447p	  -527.28p	   472.83p	   10.000m	   21.149M
   1895	   56.440k	  -54.044p	  -510.91p	   456.86p	   10.000m	   21.888M
   1896	   56.440k	  -53.975p	  -520.28p	   466.31p	   10.000m	   21.445M
   1897	   56.441k	  -53.495p	  -510.50p	   457.00p	   10.000m	   21.882M
   1898	   56.441k	  -56.350p	  -514.87p	   458.53p	   10.000m	   21.809M
   1899	   56.442k	  -51.715p	  -513.84p	   462.13p	   10.000m	   21.639M
   1900	   56.442k	  -56.124p	  -508.31p	   452.19p	   10.000m	   22.115M
   1901	   56.443k	  -65.410p	  -521.81p	   456.40p	   10.000m	   21.910M
   1902	   56.443k	  -55.560p	  -513.62p	   458.07p	   10.000m	   21.831M
   1903	   56.443k	  -53.879p	  -517.37p	   463.50p	   10.000m	   21.575M
   1904	   56.444k	  -57.149p	  -517.56p	   460.41p	   10.000m	   21.720M
   1905	   56.444k	  -63.601p	  -516.03p	   452.43p	   10.000m	   22.103M
   1906	   56.445k	  -60.678p	  -527.03p	   466.35p	   10.000m	   21.443M
   1907	   56.445k	  -56.556p	  -518.53p	   461.98p	   10.000m	   21.646M
   1908	   56.446k	  -58.568p	  -518.84p	   460.28p	   10.000m	   21.726M
   1909	   56.446k	  -54.238p	  -514.09p	   459.86p	   10.000m	   21.746M
   1910	   56.447k	  -59.982p	  -529.63p	   469.64p	   10.000m	   21.293M
   1911	   56.447k	  -60.948p	  -510.53p	   449.58p	   10.000m	   22.243M
   1912	   56.447k	  -51.443p	  -512.59p	   461.15p	   10.000m	   21.685M
   1913	   56.448k	  -57.728p	  -505.31p	   447.58p	   10.000m	   22.342M
   1914	   56.448k	  -53.614p	  -498.78p	   445.17p	   10.000m	   22.463M
   1915	   56.449k	  -57.471p	  -519.09p	   461.62p	   10.000m	   21.663M
   1916	   56.449k	  -60.277p	  -515.75p	   455.47p	   10.000m	   21.955M
   1917	   56.450k	  -54.853p	  -532.25p	   477.40p	   10.000m	   20.947M
   1918	   56.450k	  -56.118p	  -511.66p	   455.54p	   10.000m	   21.952M
   1919	   56.450k	  -59.385p	  -519.81p	   460.43p	   10.000m	   21.719M
   1920	   56.451k	  -54.334p	  -517.13p	   462.79p	   10.000m	   21.608M
   1921	   56.451k	  -64.438p	  -529.28p	   464.84p	   10.000m	   21.513M
   1922	   56.452k	  -61.873p	  -524.50p	   462.63p	   10.000m	   21.616M
   1923	   56.452k	  -53.047p	  -507.62p	   454.58p	   10.000m	   21.998M
   1924	   56.453k	  -55.156p	  -523.81p	   468.66p	   10.000m	   21.338M
   1925	   56.453k	  -58.756p	  -526.00p	   467.24p	   10.000m	   21.402M
   1926	   56.454k	  -55.918p	  -521.22p	   465.30p	   10.000m	   21.491M
   1927	   56.454k	  -55.825p	  -510.62p	   454.80p	   10.000m	   21.988M
   1928	   56.454k	  -55.306p	  -512.78p	   457.47p	   10.000m	   21.859M
   1929	   56.455k	  -55.877p	  -524.06p	   468.19p	   10.000m	   21.359M
   1930	   56.455k	  -51.470p	  -511.63p	   460.16p	   10.000m	   21.732M
   1931	   56.456k	  -54.371p	  -520.81p	   466.44p	   10.000m	   21.439M
   1932	   56.456k	  -56.015p	  -508.38p	   452.36p	   10.000m	   22.106M
   1933	   56.457k	  -57.210p	  -519.44p	   462.23p	   10.000m	   21.634M
   1934	   56.457k	  -51.085p	  -514.16p	   463.07p	   10.000m	   21.595M
   1935	   56.457k	  -55.574p	  -523.25p	   467.68p	   10.000m	   21.382M
   1936	   56.458k	  -54.557p	  -522.19p	   467.63p	   10.000m	   21.384M
   1937	   56.458k	  -60.418p	  -526.87p	   466.46p	   10.000m	   21.438M
   1938	   56.459k	  -52.623p	  -517.03p	   464.41p	   10.000m	   21.533M
   1939	   56.459k	  -51.067p	  -521.16p	   470.09p	   10.000m	   21.273M
   1940	   56.460k	  -56.529p	  -520.78p	   464.25p	   10.000m	   21.540M
   1941	   56.460k	  -58.063p	  -512.59p	   454.53p	   10.000m	   22.001M
   1942	   56.461k	  -59.342p	  -513.62p	   454.28p	   10.000m	   22.013M
   1943	   56.461k	  -57.034p	  -522.22p	   465.18p	   10.000m	   21.497M
   1944	   56.461k	  -64.691p	  -577.16p	   512.47p	   10.000m	   19.514M
   1945	   56.462k	  -58.949p	  -532.72p	   473.77p	   10.000m	   21.107M
   1946	   56.462k	  -59.298p	  -516.12p	   456.83p	   10.000m	   21.890M
   1947	   56.463k	  -64.173p	  -524.97p	   460.80p	   10.000m	   21.702M
   1948	   56.463k	  -54.549p	  -515.41p	   460.86p	   10.000m	   21.699M
   1949	   56.464k	  -61.797p	  -527.78p	   465.98p	   10.000m	   21.460M
   1950	   56.464k	  -56.111p	  -516.25p	   460.14p	   10.000m	   21.733M
   1951	   56.464k	  -55.837p	  -529.47p	   473.63p	   10.000m	   21.113M
   1952	   56.465k	  -66.119p	  -518.44p	   452.32p	   10.000m	   22.108M
   1953	   56.465k	  -55.011p	  -512.41p	   457.40p	   10.000m	   21.863M
   1954	   56.466k	  -54.204p	  -515.81p	   461.61p	   10.000m	   21.663M
   1955	   56.466k	  -53.808p	  -517.50p	   463.69p	   10.000m	   21.566M
   1956	   56.467k	  -63.901p	  -518.53p	   454.63p	   10.000m	   21.996M
   1957	   56.467k	  -51.513p	  -516.25p	   464.74p	   10.000m	   21.518M
