17-May-2019 11:54:01


GROUP_1	    5

SERIES_1_1	 "IVCC-I"	  ""	 17-May-2019	 11:35:58.858
EPC10/2-1	 C-Clamp	  0.0000 	  10.000m	  7.3014k	  6.8829p	  17.772p
EPC10/2-2	 V-Clamp	  0.0000 	  1.0000m	  2.8735k	  0.0000 	  1.0000p
Sweep #	 R_time[s]	   Mean[V]	    Min[V]	     a2-b3	  Constant	     a5/b4
   1642	   42.647k	  -143.38p	  -910.78p	   767.40p	   10.000m	   13.031M
   1643	   42.647k	  -144.30p	  -907.47p	   763.17p	   10.000m	   13.103M
   1644	   42.648k	  -146.79p	  -913.69p	   766.90p	   10.000m	   13.040M
   1645	   42.648k	  -143.91p	  -910.91p	   767.00p	   10.000m	   13.038M
   1646	   42.648k	  -145.87p	  -931.88p	   786.01p	   10.000m	   12.722M
   1647	   42.649k	  -144.29p	  -912.50p	   768.21p	   10.000m	   13.017M
   1648	   42.649k	  -146.53p	  -916.78p	   770.25p	   10.000m	   12.983M
   1649	   42.650k	  -145.91p	  -928.53p	   782.62p	   10.000m	   12.778M
   1650	   42.650k	  -144.66p	  -914.09p	   769.44p	   10.000m	   12.997M
   1651	   42.651k	  -150.42p	  -917.03p	   766.61p	   10.000m	   13.044M
   1652	   42.651k	  -146.71p	  -927.56p	   780.85p	   10.000m	   12.807M
   1653	   42.652k	  -150.09p	  -935.44p	   785.34p	   10.000m	   12.733M
   1654	   42.652k	  -146.48p	  -917.34p	   770.86p	   10.000m	   12.973M
   1655	   42.652k	  -136.15p	  -914.28p	   778.14p	   10.000m	   12.851M
   1656	   42.653k	  -142.47p	  -915.12p	   772.66p	   10.000m	   12.942M
   1657	   42.653k	  -147.41p	  -914.09p	   766.68p	   10.000m	   13.043M
   1658	   42.654k	  -146.64p	  -908.41p	   761.77p	   10.000m	   13.127M
   1659	   42.654k	  -147.13p	  -908.16p	   761.03p	   10.000m	   13.140M
   1660	   42.655k	  -142.45p	  -894.69p	   752.24p	   10.000m	   13.294M
   1661	   42.655k	  -146.24p	  -910.78p	   764.54p	   10.000m	   13.080M
   1662	   42.655k	  -143.03p	  -894.91p	   751.87p	   10.000m	   13.300M
   1663	   42.656k	  -142.54p	  -910.53p	   767.99p	   10.000m	   13.021M
   1664	   42.656k	  -145.54p	  -909.41p	   763.87p	   10.000m	   13.091M
   1665	   42.657k	  -146.09p	  -905.87p	   759.78p	   10.000m	   13.162M
   1666	   42.657k	  -148.69p	  -892.47p	   743.78p	   10.000m	   13.445M
   1667	   42.658k	  -149.29p	  -906.13p	   756.84p	   10.000m	   13.213M
   1668	   42.658k	  -143.78p	  -900.94p	   757.16p	   10.000m	   13.207M
   1669	   42.659k	  -144.60p	  -925.44p	   780.84p	   10.000m	   12.807M
   1670	   42.659k	  -144.22p	  -907.41p	   763.19p	   10.000m	   13.103M
   1671	   42.659k	  -145.61p	  -903.75p	   758.14p	   10.000m	   13.190M
   1672	   42.660k	  -143.93p	  -892.87p	   748.94p	   10.000m	   13.352M
   1673	   42.660k	  -143.55p	  -907.97p	   764.42p	   10.000m	   13.082M
   1674	   42.661k	  -144.14p	  -917.66p	   773.52p	   10.000m	   12.928M
   1675	   42.661k	  -145.33p	  -921.56p	   776.23p	   10.000m	   12.883M
   1676	   42.662k	  -154.09p	  -914.12p	   760.04p	   10.000m	   13.157M
   1677	   42.662k	  -155.18p	  -915.34p	   760.16p	   10.000m	   13.155M
   1678	   42.662k	  -147.57p	  -924.41p	   776.84p	   10.000m	   12.873M
   1679	   42.663k	  -139.31p	  -896.91p	   757.60p	   10.000m	   13.200M
   1680	   42.663k	  -143.59p	  -904.75p	   761.16p	   10.000m	   13.138M
   1681	   42.664k	  -148.08p	  -923.84p	   775.76p	   10.000m	   12.891M
   1682	   42.664k	  -145.84p	  -898.78p	   752.94p	   10.000m	   13.281M
   1683	   42.665k	  -145.20p	  -905.56p	   760.37p	   10.000m	   13.152M
   1684	   42.665k	  -138.33p	  -897.41p	   759.08p	   10.000m	   13.174M
   1685	   42.666k	  -141.56p	  -922.72p	   781.16p	   10.000m	   12.801M
   1686	   42.666k	  -146.83p	  -909.34p	   762.51p	   10.000m	   13.115M
   1687	   42.666k	  -139.74p	  -909.47p	   769.72p	   10.000m	   12.992M
   1688	   42.667k	  -139.64p	  -902.19p	   762.55p	   10.000m	   13.114M
   1689	   42.667k	  -141.06p	  -903.56p	   762.51p	   10.000m	   13.115M
   1690	   42.668k	  -138.45p	  -902.16p	   763.71p	   10.000m	   13.094M
   1691	   42.668k	  -145.85p	  -905.87p	   760.02p	   10.000m	   13.158M
   1692	   42.669k	  -148.40p	  -924.41p	   776.01p	   10.000m	   12.886M
   1693	   42.669k	  -142.80p	  -894.72p	   751.92p	   10.000m	   13.299M
   1694	   42.669k	  -150.00p	  -903.06p	   753.06p	   10.000m	   13.279M
   1695	   42.670k	  -147.86p	  -901.22p	   753.36p	   10.000m	   13.274M
   1696	   42.670k	  -152.43p	  -894.84p	   742.41p	   10.000m	   13.470M
   1697	   42.671k	  -141.60p	  -900.69p	   759.09p	   10.000m	   13.174M
   1698	   42.671k	  -142.74p	  -899.19p	   756.44p	   10.000m	   13.220M
   1699	   42.672k	  -145.10p	  -919.25p	   774.15p	   10.000m	   12.917M
   1700	   42.672k	  -147.21p	  -927.69p	   780.48p	   10.000m	   12.813M
   1701	   42.673k	  -140.61p	  -908.31p	   767.70p	   10.000m	   13.026M
   1702	   42.673k	  -144.70p	  -927.94p	   783.24p	   10.000m	   12.767M
   1703	   42.673k	  -151.83p	  -924.28p	   772.45p	   10.000m	   12.946M
   1704	   42.674k	  -144.62p	  -903.69p	   759.07p	   10.000m	   13.174M
   1705	   42.674k	  -152.25p	  -941.94p	   789.68p	   10.000m	   12.663M
   1706	   42.675k	  -143.19p	  -897.62p	   754.43p	   10.000m	   13.255M
   1707	   42.675k	  -146.48p	  -910.72p	   764.24p	   10.000m	   13.085M
   1708	   42.676k	  -149.22p	  -899.72p	   750.50p	   10.000m	   13.324M
   1709	   42.676k	  -148.84p	  -915.31p	   766.48p	   10.000m	   13.047M
   1710	   42.676k	  -142.01p	  -931.41p	   789.39p	   10.000m	   12.668M
   1711	   42.677k	  -151.22p	  -904.34p	   753.12p	   10.000m	   13.278M
   1712	   42.677k	  -145.95p	  -901.13p	   755.18p	   10.000m	   13.242M
   1713	   42.678k	  -139.05p	  -895.06p	   756.01p	   10.000m	   13.227M
   1714	   42.678k	  -144.49p	  -915.31p	   770.82p	   10.000m	   12.973M
   1715	   42.679k	  -142.83p	  -893.19p	   750.35p	   10.000m	   13.327M
   1716	   42.679k	  -141.95p	  -920.66p	   778.70p	   10.000m	   12.842M
   1717	   42.680k	  -146.20p	  -905.06p	   758.86p	   10.000m	   13.178M
   1718	   42.680k	  -142.97p	  -899.06p	   756.10p	   10.000m	   13.226M
   1719	   42.680k	  -143.62p	  -899.84p	   756.22p	   10.000m	   13.224M
   1720	   42.681k	  -140.29p	  -910.19p	   769.89p	   10.000m	   12.989M
   1721	   42.681k	  -136.50p	  -890.34p	   753.84p	   10.000m	   13.265M
   1722	   42.682k	  -141.95p	  -902.91p	   760.95p	   10.000m	   13.141M
   1723	   42.682k	  -139.06p	  -895.16p	   756.10p	   10.000m	   13.226M
   1724	   42.683k	  -135.27p	  -893.41p	   758.14p	   10.000m	   13.190M
   1725	   42.683k	  -137.77p	  -894.81p	   757.04p	   10.000m	   13.209M
   1726	   42.683k	  -140.04p	  -899.50p	   759.46p	   10.000m	   13.167M
   1727	   42.684k	  -142.33p	  -912.12p	   769.79p	   10.000m	   12.991M
   1728	   42.684k	  -134.07p	  -894.28p	   760.21p	   10.000m	   13.154M
   1729	   42.685k	  -139.10p	  -900.16p	   761.06p	   10.000m	   13.140M
   1730	   42.685k	  -134.82p	  -885.56p	   750.74p	   10.000m	   13.320M
   1731	   42.686k	  -140.47p	  -899.03p	   758.57p	   10.000m	   13.183M
   1732	   42.686k	  -141.88p	  -889.41p	   747.52p	   10.000m	   13.378M
   1733	   42.687k	  -137.96p	  -891.16p	   753.20p	   10.000m	   13.277M
   1734	   42.687k	  -137.49p	  -914.84p	   777.36p	   10.000m	   12.864M
   1735	   42.687k	  -138.29p	  -904.03p	   765.74p	   10.000m	   13.059M
   1736	   42.688k	  -139.75p	  -890.69p	   750.94p	   10.000m	   13.317M
   1737	   42.688k	  -144.60p	  -900.81p	   756.22p	   10.000m	   13.224M
   1738	   42.689k	  -143.46p	  -896.09p	   752.64p	   10.000m	   13.287M
   1739	   42.689k	  -139.98p	  -898.06p	   758.09p	   10.000m	   13.191M
   1740	   42.690k	  -134.89p	  -887.34p	   752.46p	   10.000m	   13.290M
   1741	   42.690k	  -138.33p	  -898.56p	   760.23p	   10.000m	   13.154M
   1742	   42.690k	  -133.70p	  -898.37p	   764.67p	   10.000m	   13.078M
   1743	   42.691k	  -140.52p	  -903.22p	   762.70p	   10.000m	   13.111M
   1744	   42.691k	  -140.15p	  -888.75p	   748.60p	   10.000m	   13.358M
   1745	   42.692k	  -138.93p	  -896.69p	   757.75p	   10.000m	   13.197M
   1746	   42.692k	  -136.70p	  -895.72p	   759.01p	   10.000m	   13.175M
   1747	   42.693k	  -142.56p	  -895.41p	   752.84p	   10.000m	   13.283M
   1748	   42.693k	  -133.95p	  -878.44p	   744.49p	   10.000m	   13.432M
   1749	   42.694k	  -133.82p	  -882.19p	   748.36p	   10.000m	   13.362M
   1750	   42.694k	  -134.46p	  -892.03p	   757.57p	   10.000m	   13.200M
   1751	   42.694k	  -146.14p	  -883.66p	   737.52p	   10.000m	   13.559M
   1752	   42.695k	  -144.84p	  -896.62p	   751.79p	   10.000m	   13.302M
   1753	   42.695k	  -141.58p	  -889.56p	   747.98p	   10.000m	   13.369M
   1754	   42.696k	  -137.60p	  -892.34p	   754.74p	   10.000m	   13.250M
   1755	   42.696k	  -146.42p	  -900.59p	   754.18p	   10.000m	   13.260M
   1756	   42.697k	  -137.40p	  -892.41p	   755.00p	   10.000m	   13.245M
   1757	   42.697k	  -141.78p	  -906.37p	   764.60p	   10.000m	   13.079M
   1758	   42.697k	  -137.06p	  -899.53p	   762.47p	   10.000m	   13.115M
   1759	   42.698k	  -136.71p	  -906.37p	   769.66p	   10.000m	   12.993M
   1760	   42.698k	  -136.78p	  -890.69p	   753.90p	   10.000m	   13.264M
   1761	   42.699k	  -133.78p	  -899.59p	   765.81p	   10.000m	   13.058M
   1762	   42.699k	  -134.48p	  -883.00p	   748.52p	   10.000m	   13.360M
   1763	   42.700k	  -133.99p	  -886.69p	   752.70p	   10.000m	   13.286M
   1764	   42.700k	  -139.02p	  -886.25p	   747.23p	   10.000m	   13.383M
   1765	   42.701k	  -137.17p	  -894.53p	   757.36p	   10.000m	   13.204M
   1766	   42.701k	  -140.92p	  -873.56p	   732.65p	   10.000m	   13.649M
   1767	   42.701k	  -139.45p	  -887.19p	   747.74p	   10.000m	   13.374M
   1768	   42.702k	  -143.16p	  -893.19p	   750.03p	   10.000m	   13.333M
   1769	   42.702k	  -143.01p	  -884.62p	   741.62p	   10.000m	   13.484M
   1770	   42.703k	  -134.83p	  -881.69p	   746.86p	   10.000m	   13.389M
   1771	   42.703k	  -135.80p	  -895.44p	   759.64p	   10.000m	   13.164M
   1772	   42.704k	  -136.73p	  -880.84p	   744.11p	   10.000m	   13.439M
   1773	   42.704k	  -137.95p	  -889.03p	   751.08p	   10.000m	   13.314M
   1774	   42.704k	  -134.80p	  -879.75p	   744.95p	   10.000m	   13.424M
   1775	   42.705k	  -137.75p	  -892.84p	   755.09p	   10.000m	   13.243M
   1776	   42.705k	  -135.03p	  -882.72p	   747.69p	   10.000m	   13.375M
   1777	   42.706k	  -135.36p	  -874.31p	   738.95p	   10.000m	   13.533M
   1778	   42.706k	  -138.70p	  -892.09p	   753.39p	   10.000m	   13.273M
   1779	   42.707k	  -128.16p	  -875.94p	   747.77p	   10.000m	   13.373M
   1780	   42.707k	  -132.76p	  -886.56p	   753.80p	   10.000m	   13.266M
   1781	   42.708k	  -135.48p	  -885.19p	   749.70p	   10.000m	   13.339M
   1782	   42.708k	  -136.64p	  -882.25p	   745.61p	   10.000m	   13.412M
   1783	   42.708k	  -131.19p	  -872.06p	   740.87p	   10.000m	   13.498M
   1784	   42.709k	  -134.90p	  -881.66p	   746.75p	   10.000m	   13.391M
   1785	   42.709k	  -131.77p	  -883.72p	   751.95p	   10.000m	   13.299M
   1786	   42.710k	  -129.83p	  -874.09p	   744.26p	   10.000m	   13.436M
   1787	   42.710k	  -131.92p	  -874.25p	   742.33p	   10.000m	   13.471M
   1788	   42.711k	  -139.63p	  -863.06p	   723.43p	   10.000m	   13.823M
   1789	   42.711k	  -136.68p	  -886.62p	   749.95p	   10.000m	   13.334M
   1790	   42.711k	  -138.79p	  -889.62p	   750.83p	   10.000m	   13.319M
   1791	   42.712k	  -135.37p	  -880.72p	   745.35p	   10.000m	   13.417M
   1792	   42.712k	  -135.26p	  -881.94p	   746.68p	   10.000m	   13.393M
   1793	   42.713k	  -133.07p	  -890.75p	   757.68p	   10.000m	   13.198M
   1794	   42.713k	  -135.93p	  -884.91p	   748.98p	   10.000m	   13.352M
   1795	   42.714k	  -137.36p	  -897.06p	   759.70p	   10.000m	   13.163M
   1796	   42.714k	  -137.80p	  -876.09p	   738.29p	   10.000m	   13.545M
   1797	   42.715k	  -136.68p	  -876.22p	   739.54p	   10.000m	   13.522M
   1798	   42.715k	  -132.46p	  -877.44p	   744.98p	   10.000m	   13.423M
   1799	   42.715k	  -132.32p	  -874.25p	   741.93p	   10.000m	   13.478M
   1800	   42.716k	  -136.28p	  -888.37p	   752.09p	   10.000m	   13.296M
   1801	   42.716k	  -130.68p	  -883.19p	   752.50p	   10.000m	   13.289M
   1802	   42.717k	  -131.31p	  -881.66p	   750.35p	   10.000m	   13.327M
   1803	   42.717k	  -139.21p	  -879.50p	   740.29p	   10.000m	   13.508M
   1804	   42.718k	  -140.44p	  -894.97p	   754.53p	   10.000m	   13.253M
   1805	   42.718k	  -140.15p	  -880.41p	   740.26p	   10.000m	   13.509M
   1806	   42.718k	  -134.82p	  -881.69p	   746.87p	   10.000m	   13.389M
   1807	   42.719k	  -134.35p	  -884.28p	   749.93p	   10.000m	   13.335M
   1808	   42.719k	  -135.35p	  -876.41p	   741.06p	   10.000m	   13.494M
   1809	   42.720k	  -135.17p	  -888.75p	   753.58p	   10.000m	   13.270M
   1810	   42.720k	  -134.95p	  -879.44p	   744.49p	   10.000m	   13.432M
   1811	   42.721k	  -134.80p	  -880.94p	   746.13p	   10.000m	   13.402M
   1812	   42.721k	  -136.45p	  -878.13p	   741.67p	   10.000m	   13.483M
   1813	   42.722k	  -144.81p	  -884.53p	   739.72p	   10.000m	   13.519M
   1814	   42.722k	  -134.27p	  -881.37p	   747.10p	   10.000m	   13.385M
   1815	   42.722k	  -135.12p	  -883.16p	   748.04p	   10.000m	   13.368M
   1816	   42.723k	  -135.87p	  -887.97p	   752.10p	   10.000m	   13.296M
   1817	   42.723k	  -134.70p	  -863.53p	   728.83p	   10.000m	   13.721M
   1818	   42.724k	  -130.22p	  -887.41p	   757.18p	   10.000m	   13.207M
   1819	   42.724k	  -128.75p	  -868.56p	   739.81p	   10.000m	   13.517M
   1820	   42.725k	  -132.91p	  -876.06p	   743.15p	   10.000m	   13.456M
   1821	   42.725k	  -128.14p	  -873.19p	   745.04p	   10.000m	   13.422M
   1822	   42.725k	  -137.01p	  -882.03p	   745.02p	   10.000m	   13.422M
   1823	   42.726k	  -139.55p	  -878.13p	   738.57p	   10.000m	   13.540M
   1824	   42.726k	  -134.59p	  -886.09p	   751.50p	   10.000m	   13.307M
   1825	   42.727k	  -139.23p	  -882.91p	   743.67p	   10.000m	   13.447M
   1826	   42.727k	  -135.04p	  -876.25p	   741.21p	   10.000m	   13.491M
   1827	   42.728k	  -136.50p	  -877.59p	   741.09p	   10.000m	   13.494M
   1828	   42.728k	  -148.69p	  -893.28p	   744.60p	   10.000m	   13.430M
   1829	   42.729k	  -144.84p	  -884.50p	   739.66p	   10.000m	   13.520M
   1830	   42.729k	  -137.62p	  -877.44p	   739.82p	   10.000m	   13.517M
   1831	   42.729k	  -139.89p	  -875.12p	   735.24p	   10.000m	   13.601M
   1832	   42.730k	  -137.66p	  -886.56p	   748.91p	   10.000m	   13.353M
   1833	   42.730k	  -139.47p	  -900.00p	   760.53p	   10.000m	   13.149M
   1834	   42.731k	  -139.66p	  -891.34p	   751.69p	   10.000m	   13.303M
   1835	   42.731k	  -144.86p	  -881.25p	   736.39p	   10.000m	   13.580M
   1836	   42.732k	  -142.20p	  -877.16p	   734.95p	   10.000m	   13.606M
   1837	   42.732k	  -148.43p	  -888.63p	   740.19p	   10.000m	   13.510M
   1838	   42.732k	  -149.54p	  -880.50p	   730.96p	   10.000m	   13.681M
   1839	   42.733k	  -148.12p	  -904.69p	   756.57p	   10.000m	   13.218M
   1840	   42.733k	  -153.90p	  -896.75p	   742.85p	   10.000m	   13.462M
   1841	   42.734k	  -153.65p	  -880.87p	   727.22p	   10.000m	   13.751M
   1842	   42.734k	  -156.53p	  -887.81p	   731.28p	   10.000m	   13.675M
   1843	   42.735k	  -161.28p	  -896.97p	   735.69p	   10.000m	   13.593M
   1844	   42.735k	  -162.64p	  -894.94p	   732.29p	   10.000m	   13.656M
   1845	   42.736k	  -158.09p	  -918.59p	   760.51p	   10.000m	   13.149M
   1846	   42.736k	  -156.43p	  -891.03p	   734.60p	   10.000m	   13.613M
   1847	   42.736k	  -152.74p	  -895.41p	   742.66p	   10.000m	   13.465M
   1848	   42.737k	  -166.92p	  -922.66p	   755.74p	   10.000m	   13.232M
   1849	   42.737k	  -172.39p	  -915.91p	   743.52p	   10.000m	   13.450M
   1850	   42.738k	  -160.47p	  -900.44p	   739.96p	   10.000m	   13.514M
   1851	   42.738k	  -167.07p	  -914.91p	   747.84p	   10.000m	   13.372M
   1852	   42.739k	  -164.25p	  -887.72p	   723.47p	   10.000m	   13.822M
   1853	   42.739k	  -158.53p	  -900.81p	   742.28p	   10.000m	   13.472M
   1854	   42.739k	  -165.97p	  -911.03p	   745.06p	   10.000m	   13.422M
   1855	   42.740k	  -188.73p	  -946.63p	   757.90p	   10.000m	   13.194M
   1856	   42.740k	  -195.10p	  -939.16p	   744.06p	   10.000m	   13.440M
   1857	   42.741k	  -203.97p	  -936.31p	   732.34p	   10.000m	   13.655M
   1858	   42.741k	  -194.39p	  -943.81p	   749.42p	   10.000m	   13.344M
   1859	   42.742k	  -203.14p	  -951.69p	   748.55p	   10.000m	   13.359M
   1860	   42.742k	  -198.57p	  -936.62p	   738.05p	   10.000m	   13.549M
   1861	   42.743k	  -208.19p	  -945.34p	   737.15p	   10.000m	   13.566M
   1862	   42.743k	  -210.90p	  -962.62p	   751.72p	   10.000m	   13.303M
   1863	   42.743k	  -203.76p	  -942.13p	   738.37p	   10.000m	   13.543M
   1864	   42.744k	  -212.37p	  -945.72p	   733.35p	   10.000m	   13.636M
   1865	   42.744k	  -218.18p	  -956.44p	   738.26p	   10.000m	   13.545M
   1866	   42.745k	  -228.68p	  -960.38p	   731.70p	   10.000m	   13.667M
   1867	   42.745k	  -236.56p	  -981.09p	   744.53p	   10.000m	   13.431M
   1868	   42.746k	  -228.64p	  -977.97p	   749.32p	   10.000m	   13.345M
   1869	   42.746k	  -220.20p	  -952.06p	   731.86p	   10.000m	   13.664M
   1870	   42.746k	  -223.54p	  -955.16p	   731.61p	   10.000m	   13.668M
   1871	   42.747k	  -214.36p	  -948.38p	   734.02p	   10.000m	   13.624M
   1872	   42.747k	  -173.01p	  -914.59p	   741.59p	   10.000m	   13.485M
   1873	   42.748k	  -195.73p	  -926.41p	   730.67p	   10.000m	   13.686M
   1874	   42.748k	  -203.40p	  -921.00p	   717.60p	   10.000m	   13.935M
   1875	   42.749k	  -207.56p	  -948.94p	   741.38p	   10.000m	   13.488M
   1876	   42.749k	  -218.59p	  -950.12p	   731.53p	   10.000m	   13.670M
